url_crawl;skelbimo_pavadinimas;kaina_eur;Plotas:;Kambarių sk.:;Aukštas:;Aukštų sk.:;Metai:;Pastato tipas:;Šildymas:;Įrengimas:;Ypatybės:;Papildomos patalpos:;Papildoma įranga:;Apsauga:;Nuoroda;Įdėtas;Redaguotas;Įsiminė;Peržiūrėjo;error_get_coordinates;Skelbimą peržiūrėjo (iš viso/šiandien);error_get_energy_consumption_class;error_get_air_polution_data;Namo numeris:;coordinate_x;coordinate_y;energijos_suvartojimo_klase;Buto numeris:;Azoto dioksidas (NO2);Kietosios dalelės (KD10);Aktyvus iki;Pastato energijos suvartojimo klasė:;error_get_perziuru_sk;scrape_date
https://www.aruodas.lt/butai-vilniuje-virsuliskese-juozo-rutkausko-g-skelbime-nurodytas-butas-nr-3-3-skyhome-1-3245023/;Vilnius, Viršuliškės, Juozo Rutkausko g., 3 kambarių butas;146200.0;56,24 m²;3;3;16;2022;Mūrinis;Centrinis kolektorinis;Dalinė apdailaNAUDINGA:, Interjero dizaineriai;;;;;www.aruodas.lt/1-3245023;2022-08-31;2022-09-05;10;561/5 (iš viso/šiandien);;561/5;'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';19;54.700618;25.213634;;;;;;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-virsuliskese-juozo-rutkausko-g-skelbime-nurodytas-butas-nr13-1-skyhome-1-3245017/;Vilnius, Viršuliškės, Juozo Rutkausko g., 4 kambarių butas;187900.0;78,77 m²;4;13;16;2022;Mūrinis;Centrinis kolektorinis;Dalinė apdailaNAUDINGA:, Interjero dizaineriai;;;;;www.aruodas.lt/1-3245017;2022-08-31;2022-08-31;5;370/3 (iš viso/šiandien);;370/3;'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';19;54.700618;25.213634;;;;;;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-virsuliskese-juozo-rutkausko-g-skelbime-nurodytas-butas-nr14-2-skyhome-1-3244989/;Vilnius, Viršuliškės, Juozo Rutkausko g., 4 kambarių butas;224300.0;77,33 m²;4;14;16;2022;Mūrinis;Centrinis kolektorinis;Dalinė apdailaNAUDINGA:, Interjero dizaineriai;;;;;www.aruodas.lt/1-3244989;2022-08-31;2022-08-31;1;189/2 (iš viso/šiandien);;189/2;'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';19;54.700618;25.213634;;;;;;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-virsuliskese-juozo-rutkausko-g-skelbime-nurodytas-butas-nr2-2-su-32-kvm-1-3233494/;Vilnius, Viršuliškės, Juozo Rutkausko g., 2 kambarių butas;137200.0;47,3 m²;2;2;16;2022;Mūrinis;Centrinis kolektorinis;Dalinė apdailaNAUDINGA:, Interjero dizaineriai;;;;;www.aruodas.lt/1-3233494;2022-07-28;2022-07-28;;295/2 (iš viso/šiandien);;;'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';19;54.700618;25.213634;;;;;;;All arrays must be of the same length;14_09_2022
https://www.aruodas.lt/butai-vilniuje-virsuliskese-juozo-rutkausko-g-skelbime-nurodytas-butas-nr2-7-skyhome-1-3245021/;Vilnius, Viršuliškės, Juozo Rutkausko g., 2 kambarių butas;121200.0;44,38 m²;2;2;16;2022;Mūrinis;Centrinis kolektorinis;Dalinė apdailaNAUDINGA:, Interjero dizaineriai;;;;;www.aruodas.lt/1-3245021;2022-08-31;2022-08-31;4;258/5 (iš viso/šiandien);;258/5;'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';19;54.700618;25.213634;;;;;;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-virsuliskese-juozo-rutkausko-g-skelbime-nurodytas-butas-nr64-skyhome-1-3237274/;Vilnius, Viršuliškės, Juozo Rutkausko g., 2 kambarių butas;107300.0;37,9 m²;2;6;16;2022;Mūrinis;Centrinis kolektorinis;Dalinė apdailaNAUDINGA:, Interjero dizaineriai;;;;;www.aruodas.lt/1-3237274;2022-08-08;2022-08-08;3;479/5 (iš viso/šiandien);;479/5;'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';19;54.700618;25.213634;;;;;;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-virsuliskese-juozo-rutkausko-g-skelbime-nurodytas-butas-nr64-skyhome-1-3237278/;Vilnius, Viršuliškės, Juozo Rutkausko g., 1 kambario butas;107300.0;37,9 m²;1;6;16;2022;Mūrinis;Centrinis kolektorinis;Dalinė apdailaNAUDINGA:, Interjero dizaineriai;;;;;www.aruodas.lt/1-3237278;2022-08-08;2022-08-08;6;434/5 (iš viso/šiandien);;434/5;'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';19;54.700618;25.213634;;;;;;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-virsuliskese-juozo-rutkausko-g-skelbime-nurodytas-butas-nr7-1-skyhome-1-3237144/;Vilnius, Viršuliškės, Juozo Rutkausko g., 2 kambarių butas;129600.0;48,97 m²;2;7;16;2022;Mūrinis;Centrinis kolektorinis;Dalinė apdailaNAUDINGA:, Interjero dizaineriai;;;;;www.aruodas.lt/1-3237144;2022-08-08;2022-08-08;4;512/5 (iš viso/šiandien);;512/5;'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';19;54.700618;25.213634;;;;;;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-virsuliskese-juozo-rutkausko-g-skelbime-nurodytas-butas-nr8-2-skyhome-1-3233504/;Vilnius, Viršuliškės, Juozo Rutkausko g., 2 kambarių butas;129900.0;46,76 m²;2;8;16;2022;Mūrinis;Centrinis kolektorinis;Dalinė apdailaNAUDINGA:, Interjero dizaineriai;;;;;www.aruodas.lt/1-3233504;2022-07-28;2022-07-28;2;395/1 (iš viso/šiandien);;395/1;'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';19;54.700618;25.213634;;;;;;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-virsuliskese-juozo-rutkausko-g-skelbime-nurodytas-butas-nr8-2-skyhome-1-3237142/;Vilnius, Viršuliškės, Juozo Rutkausko g., 2 kambarių butas;129900.0;46,76 m²;2;8;16;2022;Mūrinis;Centrinis kolektorinis;Dalinė apdailaNAUDINGA:, Interjero dizaineriai;;;;;www.aruodas.lt/1-3237142;2022-08-08;2022-08-08;3;321/2 (iš viso/šiandien);;321/2;'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';19;54.700618;25.213634;;;;;;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-virsuliskese-justiniskiu-g-parduodamas-4-kambariu-butas-justiniskiu-g-1-3216688/;Vilnius, Viršuliškės, Justiniškių g., 4 kambarių butas;125000.0;78 m²;4;1;5;1977;Blokinis;Centrinis;Įrengtas;Nauja kanalizacija, Nauja elektros instaliacija, Internetas, Kabelinė televizija;Sandėliukas, Balkonas, Rūsys;Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Plastikiniai vamzdžiai, Indaplovė, Dušo kabina;Šarvuotos durys, Kodinė laiptinės spyna;www.aruodas.lt/1-3216688;2022-06-07;2022-08-08;17;1208/1 (iš viso/šiandien);list index out of range;1208/1;;;;;;4 Klasė Vidutinė (4-5);;12.9 µg/m3;20.9 µg/m3;;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-virsuliskese-justiniskiu-g-parduodamas-tvarkingas-triju-kambariu-butas-1-3241346/;Vilnius, Viršuliškės, Justiniškių g., 3 kambarių butas;108000.0;64 m²;3;3;5;1979;Blokinis;Centrinis;Įrengtas;Internetas, Kabelinė televizija;Sandėliukas, Balkonas, Rūsys;Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Vonia;Šarvuotos durys, Kodinė laiptinės spyna;www.aruodas.lt/1-3241346;2022-08-21;2022-09-11;35;1567/17 (iš viso/šiandien);;1567/17;'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';;54.717032;25.221359;;;;;2022-11-19;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-virsuliskese-sesuoliu-g-erdvus-funcionalaus-isplanavimo-butas-su-1-3241046/;Vilnius, Viršuliškės, Šešuolių g., 3 kambarių butas;109000.0;63,91 m²;3;7;9;1976;Blokinis;Centrinis;Įrengtas;Internetas, Tualetas ir vonia atskirai, Kabelinė televizija;Balkonas, Rūsys, Drabužinė;Su baldais, Skalbimo mašina, Vonia;Kodinė laiptinės spyna;www.aruodas.lt/1-3241046;2022-08-19;2022-09-01;14;1135/7 (iš viso/šiandien);;1135/7;'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';;54.707116;25.219097;;;;;;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-virsuliskese-sesuoliu-g-siuolaikiskai-ir-jaukiai-suremontuotas-3-1-3243679/;Vilnius, Viršuliškės, Šešuolių g., 3 kambarių butas;141000.0;50,1 m²;3;1;5;1976;Blokinis;Centrinis;Įrengtas;Nauja kanalizacija, Nauja elektros instaliacija, Internetas, Kabelinė televizija, Virtuvė sujungta su kambariu;Balkonas, Rūsys;Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Plastikiniai vamzdžiai, Indaplovė, Vonia;Šarvuotos durys, Kodinė laiptinės spyna;www.aruodas.lt/1-3243679;2022-09-14;2022-09-14;68;80/80 (iš viso/šiandien);;80/80;'NoneType' object has no attribute 'text';;1;54.70575;25.217575;;;12.7 µg/m3;20.4 µg/m3;;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-virsuliskese-spaudos-g-2-kambariu-butas-su-daline-apdaila-spaudos-1-3230444/;Vilnius, Viršuliškės, Spaudos g., 2 kambarių butas;117000.0;44 m²;2;7;9;2019;Kita;Centrinis kolektorinis, geoterminis;Dalinė apdailaNAUDINGA:, Interjero dizaineriai;Nauja kanalizacija, Nauja elektros instaliacija, Uždaras kiemas, Internetas, Kabelinė televizija, Virtuvė sujungta su kambariu;Sandėliukas, Balkonas, Vieta automobiliui;;Kodinė laiptinės spyna, Vaizdo kameros;www.aruodas.lt/1-3230444;2022-07-19;2022-08-20;42;2874/6 (iš viso/šiandien);;birž-74;'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';9;54.701911;25.214202;;;;;2022-10-17;A+;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-virsuliskese-spaudos-g-busto-pasirinkimo-laisve-s15-projekte-1-3210290/;Vilnius, Viršuliškės, Spaudos g., 3 kambarių butas;182000.0;67,37 m²;3;9;9;2022;Mūrinis;Centrinis kolektorinis;Dalinė apdailaNAUDINGA:, Interjero dizaineriai;;;;;www.aruodas.lt/1-3210290;2022-07-27;2022-08-26;8;420/1 (iš viso/šiandien);;420/1;'NoneType' object has no attribute 'text';;15;54.701601;25.214623;;04-rugs;11.4 µg/m3;19.8 µg/m3;;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-virsuliskese-spaudos-g-busto-pasirinkimo-laisve-s15-projekte-1-3210292/;Vilnius, Viršuliškės, Spaudos g., 3 kambarių butas;224500.0;83,04 m²;3;9;9;2022;Mūrinis;Centrinis kolektorinis;Dalinė apdailaNAUDINGA:, Interjero dizaineriai;;;;;www.aruodas.lt/1-3210292;2022-08-26;2022-08-26;3;187/2 (iš viso/šiandien);;187/2;'NoneType' object has no attribute 'text';;15;54.701601;25.214623;;03-rugs;11.4 µg/m3;19.8 µg/m3;;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-virsuliskese-spaudos-g-busto-pasirinkimo-laisve-s15-projekte-1-3216402/;Vilnius, Viršuliškės, Spaudos g., 2 kambarių butas;136000.0;51,07 m²;2;6;9;2022;Mūrinis;Centrinis kolektorinis;Dalinė apdailaNAUDINGA:, Interjero dizaineriai;;;;;www.aruodas.lt/1-3216402;2022-09-05;2022-09-05;25;417/4 (iš viso/šiandien);;417/4;'NoneType' object has no attribute 'text';;15;54.701601;25.214623;;04-birž;11.4 µg/m3;19.8 µg/m3;;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-virsuliskese-spaudos-g-musu-projekto-pasididziavimas-triju-1-3210284/;Vilnius, Viršuliškės, Spaudos g., 3 kambarių butas;201000.0;74,26 m²;3;9;9;2022;Mūrinis;Centrinis kolektorinis;Dalinė apdailaNAUDINGA:, Interjero dizaineriai;;;;;www.aruodas.lt/1-3210284;2022-08-26;2022-08-26;10;266/5 (iš viso/šiandien);;266/5;'NoneType' object has no attribute 'text';;15;54.701601;25.214623;;05-rugs;11.4 µg/m3;19.8 µg/m3;;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-virsuliskese-spaudos-g-musu-projekto-pasididziavimas-triju-1-3237810/;Vilnius, Viršuliškės, Spaudos g., 3 kambarių butas;197000.0;74 m²;3;2;9;2022;Mūrinis;Centrinis kolektorinis;Dalinė apdailaNAUDINGA:, Interjero dizaineriai;;;;;www.aruodas.lt/1-3237810;2022-08-26;2022-08-26;4;166/2 (iš viso/šiandien);;166/2;'NoneType' object has no attribute 'text';;15;54.701601;25.214623;;;11.4 µg/m3;19.8 µg/m3;;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-virsuliskese-spaudos-g-patduodamas-erdvus-3-kambariu-butas-su-erdvia-1-3228140/;Vilnius, Viršuliškės, Spaudos g., 3 kambarių butas;178500.0;67,32 m²;3;1;9;2022;Mūrinis;Centrinis kolektorinis;Dalinė apdailaNAUDINGA:, Interjero dizaineriai;;;;;www.aruodas.lt/1-3228140;2022-09-05;2022-09-12;4;158/3 (iš viso/šiandien);;158/3;'NoneType' object has no attribute 'text';;15;54.701601;25.214623;;5;11.4 µg/m3;19.8 µg/m3;;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-virsuliskese-tuju-g-pagrindine-informacija-savivaldybe-vilniaus-1-3240472/;Vilnius, Viršuliškės, Tujų g., 4 kambarių butas;153000.0;77,53 m²;4;1;5;1978;Blokinis;Centrinis;Įrengtas;Nauja kanalizacija, Internetas, Kabelinė televizija, Virtuvė sujungta su kambariu;Sandėliukas, Balkonas, Drabužinė;;Šarvuotos durys, Signalizacija, Kodinė laiptinės spyna;www.aruodas.lt/1-3240472;2022-08-17;2022-08-17;16;820/6 (iš viso/šiandien);;820/6;;'NoneType' object has no attribute 'find_all';;54.704511;25.227115;4 Klasė Vidutinė (4-5);;;;2022-11-15;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-virsuliskese-tuju-g-parduodamas-dvieju-atskiru-kambariu-butas-1-3246717/;Vilnius, Viršuliškės, Tujų g., 2 kambarių butas;100000.0;47,39 m²;2;5;5;1978;Blokinis;Centrinis;Įrengtas;;;;;www.aruodas.lt/1-3246717;2022-09-14;2022-09-14;11;48/48 (iš viso/šiandien);;48/48;;;7;54.703714;25.228176;4 Klasė Vidutinė (4-5);;11.5 µg/m3;20.1 µg/m3;;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-virsuliskese-tuju-g-parduodamas-tvarkingas-dvieju-kambariu-butas-1-3244165/;Vilnius, Viršuliškės, Tujų g., 2 kambarių butas;112000.0;47 m²;2;5;5;1978;Blokinis;Centrinis;Įrengtas;;;;;www.aruodas.lt/1-3244165;2022-09-06;2022-09-06;50;676/11 (iš viso/šiandien);;676/11;;'NoneType' object has no attribute 'find_all';11;54.704108;25.228836;5 Klasė Vidutinė (4-5);;;;;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-virsuliskese-virbeliskiu-g-parduodamas-su-visais-baldais-skalbykle-1-3229404/;Vilnius, Viršuliškės, Virbeliškių g., 2 kambarių butas;120000.0;40 m²;2;1;7;2013;Monolitinis;Centrinis kolektorinis;Įrengtas;;;;;www.aruodas.lt/1-3229404;2022-07-16;2022-09-14;91;4638/12 (iš viso/šiandien);;gruod-38;;'NoneType' object has no attribute 'find_all';3;54.729459;25.216804;3 Klasė Gera (1-3);;;;;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-virsuliskese-virsilu-g-parduodamas-sviesus-siltas-ir-labai-jaukus-2-1-3245483/;Vilnius, Viršuliškės, Viršilų g., 2 kambarių butas;154000.0;60 m²;2;17;23;2007;Blokinis;Centrinis kolektorinis;Įrengtas;;;;;www.aruodas.lt/1-3245483;2022-09-01;2022-09-07;8;726/10 (iš viso/šiandien);;726/10;;'NoneType' object has no attribute 'find_all';11;54.701586;25.216815;3 Klasė Gera (1-3);;;;;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-virsuliskese-virsilu-g-skylum-tai-dangu-siekianciu-gyvenamuju-1-3230754/;Vilnius, Viršuliškės, Viršilų g., 3 kambarių butas;179100.0;50,71 m²;3;3;20;2022;Blokinis;Centrinis kolektorinis;Dalinė apdailaNAUDINGA:, Interjero dizaineriai;;Sandėliukas, Balkonas, Terasa, Vieta automobiliui;;Šarvuotos durys, Kodinė laiptinės spyna, Vaizdo kameros;www.aruodas.lt/1-3230754;2022-07-20;2022-09-12;3;1042/2 (iš viso/šiandien);;1042/2;'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';6;54.702075;25.218183;;3;;;;A+;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-virsuliskese-virsilu-g-skylum-tai-dangu-siekianciu-gyvenamuju-1-3230764/;Vilnius, Viršuliškės, Viršilų g., 2 kambarių butas;144200.0;42,03 m²;2;2;20;2022;Blokinis;Centrinis kolektorinis;Dalinė apdailaNAUDINGA:, Interjero dizaineriai;;Sandėliukas, Balkonas, Terasa, Vieta automobiliui;;Šarvuotos durys, Kodinė laiptinės spyna, Vaizdo kameros;www.aruodas.lt/1-3230764;2022-07-20;2022-09-12;8;882/4 (iš viso/šiandien);;882/4;'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';6;54.702075;25.218183;;4;;;;A+;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-virsuliskese-virsilu-g-skylum-tai-dangu-siekianciu-gyvenamuju-1-3230766/;Vilnius, Viršuliškės, Viršilų g., 1 kambario butas;100400.0;25,81 m²;1;2;20;2022;Blokinis;Centrinis kolektorinis;Dalinė apdailaNAUDINGA:, Interjero dizaineriai;;Sandėliukas, Balkonas, Terasa, Vieta automobiliui;;Šarvuotos durys, Kodinė laiptinės spyna, Vaizdo kameros;www.aruodas.lt/1-3230766;2022-07-20;2022-09-12;6;2357/7 (iš viso/šiandien);;liep-57;'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';6;54.702075;25.218183;;7;;;;A+;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-virsuliskese-virsilu-g-skylum-tai-dangu-siekianciu-gyvenamuju-1-3230768/;Vilnius, Viršuliškės, Viršilų g., 2 kambarių butas;146300.0;42,05 m²;2;3;20;2022;Blokinis;Centrinis kolektorinis;Dalinė apdailaNAUDINGA:, Interjero dizaineriai;;Sandėliukas, Balkonas, Terasa, Vieta automobiliui;;Šarvuotos durys, Kodinė laiptinės spyna, Vaizdo kameros;www.aruodas.lt/1-3230768;2022-07-20;2022-09-12;18;3542/17 (iš viso/šiandien);;3542/17;'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';6;54.702075;25.218183;;4;;;;A+;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-virsuliskese-virsilu-g-skylum-tai-dangu-siekianciu-gyvenamuju-1-3230770/;Vilnius, Viršuliškės, Viršilų g., 1 kambario butas;102300.0;25,81 m²;1;5;20;2022;Blokinis;Centrinis kolektorinis;Dalinė apdailaNAUDINGA:, Interjero dizaineriai;;Sandėliukas, Balkonas, Terasa, Vieta automobiliui;;Šarvuotos durys, Kodinė laiptinės spyna, Vaizdo kameros;www.aruodas.lt/1-3230770;2022-07-20;2022-09-12;7;1049/3 (iš viso/šiandien);;1049/3;'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';6;54.702075;25.218183;;7;;;;A+;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-virsuliskese-virsuliskiu-g--namas-randasi-atokiau-nuo-judrios-gatves-1-3244307/;Vilnius, Viršuliškės, Viršuliškių g., 3 kambarių butas;100000.0;64,32 m²;3;3;9;1978;Blokinis;Centrinis;Įrengtas;;Balkonas, Rūsys;;Šarvuotos durys, Kodinė laiptinės spyna;www.aruodas.lt/1-3244307;2022-08-29;2022-09-02;17;1394/5 (iš viso/šiandien);;1394/5;;'NoneType' object has no attribute 'find_all';87;54.705263;25.229111;4 Klasė Vidutinė (4-5);45;;;2022-10-28;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-virsuliskese-virsuliskiu-g-3-iju-kambariu-butas-virsuliskese-prie-pat-1-3238294/;Vilnius, Viršuliškės, Viršuliškių g., 3 kambarių butas;107500.0;63,91 m²;3;4;9;1977;Blokinis;Centrinis;Įrengtas;Tualetas ir vonia atskirai, Internetas, Kabelinė televizija;Sandėliukas, Balkonas, Rūsys;Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Vonia;Kodinė laiptinės spyna;www.aruodas.lt/1-3238294;2022-08-10;2022-08-10;22;1338/10 (iš viso/šiandien);;1338/10;;'NoneType' object has no attribute 'find_all';;54.711064;25.221216;5 Klasė Vidutinė (4-5);;;;2022-11-08;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-virsuliskese-virsuliskiu-g-aprasymas-virsuliskese-strategiskai-1-3244785/;Vilnius, Viršuliškės, Viršuliškių g., 3 kambarių butas;119000.0;63,94 m²;3;2;9;1977;Blokinis;Centrinis;Įrengtas;;;;;www.aruodas.lt/1-3244785;2022-08-30;2022-09-13;45;1469/9 (iš viso/šiandien);;1469/9;;'NoneType' object has no attribute 'find_all';;54.70838;25.219346;4 Klasė Vidutinė (4-5);;;;;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-virsuliskese-virsuliskiu-g-butas-randasi-itin-ramioje-vietoje-nuo-1-3243539/;Vilnius, Viršuliškės, Viršuliškių g., 3 kambarių butas;165000.0;64 m²;3;2;5;1979;Mūrinis;Centrinis;Įrengtas;Nauja kanalizacija, Nauja elektros instaliacija, Internetas, Kabelinė televizija, Virtuvė sujungta su kambariu;Balkonas;Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Vonia;Šarvuotos durys, Signalizacija, Kodinė laiptinės spyna, Vaizdo kameros;www.aruodas.lt/1-3243539;2022-08-26;2022-08-26;11;827/6 (iš viso/šiandien);list index out of range;827/6;'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';;;;;;;;2022-10-25;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-virsuliskese-virsuliskiu-g-geras-pasiulymaspilnai-suremontuotas-dveju-1-3249577/;Vilnius, Viršuliškės, Viršuliškių g., 2 kambarių butas;109000.0;46,36 m²;2;8;12;1977;Blokinis;Centrinis;Įrengtas;;;;;www.aruodas.lt/1-3249577;2022-09-12;2022-09-12;19;480/37 (iš viso/šiandien);;480/37;'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';;54.707382;25.223534;;;;;;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-virsuliskese-virsuliskiu-g-parduodamas-erdvus-3-kambariu-butas-1-3241928/;Vilnius, Viršuliškės, Viršuliškių g., 3 kambarių butas;108000.0;63,91 m²;3;2;9;1976;Blokinis;Centrinis;Įrengtas;Tualetas ir vonia atskirai;Sandėliukas, Balkonas, Rūsys;Vonia;Šarvuotos durys, Kodinė laiptinės spyna;www.aruodas.lt/1-3241928;2022-09-12;2022-09-12;13;217/13 (iš viso/šiandien);;217/13;'NoneType' object has no attribute 'text';;53D;54.705678;25.222125;;;11.4 µg/m3;20 µg/m3;;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-virsuliskese-virsuliskiu-g-parduodamas-pilnai-irengtas-1-kambario-butas-1-3234508/;Vilnius, Viršuliškės, Viršuliškių g., 1 kambario butas;109900.0;35 m²;1;7;7;2020;Mūrinis;Aeroterminis;Įrengtas;;;;;www.aruodas.lt/1-3234508;2022-07-31;2022-09-12;143;6652/30 (iš viso/šiandien);;6652/30;'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';32;54.708497;25.223768;;;;;;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-virsuliskese-virsuliskiu-g-sviesus-ir-erdvus-butas-saule-kyla-1-3239728/;Vilnius, Viršuliškės, Viršuliškių g., 3 kambarių butas;101000.0;64 m²;3;5;9;1977;Blokinis;Centrinis;Įrengtas;Tualetas ir vonia atskirai, Uždaras kiemas, Internetas, Kabelinė televizija;Sandėliukas, Balkonas, Rūsys, Drabužinė;Su baldais, Virtuvės komplektas, Vonia;Šarvuotos durys, Kodinė laiptinės spyna;www.aruodas.lt/1-3239728;2022-09-05;2022-09-11;54;1295/15 (iš viso/šiandien);;1295/15;;'NoneType' object has no attribute 'find_all';47;54.708704;25.218689;4 Klasė Vidutinė (4-5);;;;2022-11-14;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-virsuliskese-virsuliskiu-g-tvarkingas-dvieju-kambariu-butas-virsuliskese-1-3239812/;Vilnius, Viršuliškės, Viršuliškių g., 2 kambarių butas;104000.0;50 m²;2;2;9;1977;Blokinis;Centrinis;Įrengtas;Tualetas ir vonia atskirai;Balkonas, Rūsys;Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Vonia;Kodinė laiptinės spyna;www.aruodas.lt/1-3239812;2022-09-08;2022-09-12;15;358/14 (iš viso/šiandien);;358/14;'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';;54.70727;25.226382;;;;;;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-virsuliskese-virsuliskiu-g-western-32-projekte-virsuliskese-parduodamas-1-3250051/;Vilnius, Viršuliškės, Viršuliškių g., 1 kambario butas;139000.0;39,79 m²;1;7;7;2021;Blokinis;Aeroterminis;Įrengtas;;;;;www.aruodas.lt/1-3250051;2022-09-13;2022-09-13;4;157/34 (iš viso/šiandien);;157/34;'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';;54.708497;25.223768;;;;;;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-visoriuose-bajoru-kel--parduodamas-kokybiskai-irengtas-2-kambariu-1-3241348/;Vilnius, Visoriai, Bajorų kel., 2 kambarių butas;150000.0;46,89 m²;2;2;4;2014;Mūrinis;Centrinis;Įrengtas;;;;;www.aruodas.lt/1-3241348;2022-08-21;2022-09-07;17;976/17 (iš viso/šiandien);;976/17;'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';25;54.756994;25.260004;;;;;2022-09-20;;;14_09_2022
https://www.aruodas.lt/butai-vilniuje-visoriuose-bajoru-kel-parduodamas-isskirtinis-prabangiai-irengtas-3-1-3215874/;Vilnius, Visoriai, Bajorų kel., 3 kambarių butas;259500.0;77,39 m²;3;1;9;2020;Mūrinis;Elektra;Įrengtas;Nauja kanalizacija, Nauja elektros instaliacija, Uždaras kiemas, Internetas, Kabelinė televizija, Virtuvė sujungta su kambariu;Terasa;Kondicionierius, Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Indaplovė, Vonia, Rekuperacinė sistema;Šarvuotos durys, Kodinė laiptinės spyna;www.aruodas.lt/1-3215874;2022-06-30;2022-09-06;9;784/2 (iš viso/šiandien);;784/2;'NoneType' object has no attribute 'text';;29;54.757779;25.25904;;;12.9 µg/m3;20.4 µg/m3;;A+;;14_09_2022
